Datetime,J_mm,rain,PB_Q,PB_QC1,PB_QC2,PB_QC3,PET,ET
2015-05-31,17.018,1.0,0.688585443324,0.0,0.0,0.0,7.56857081987,5.59417129444
2015-06-01,50.546,1.0,2.41520828323,0.0,0.0,0.0,5.8339472957,4.31205590482
2015-06-02,4.318,1.0,1.0352858064,0.0,0.0,0.0,1.41800187401,1.04809026272
2015-06-03,1.524,1.0,0.786266894824,0.0,0.0,0.0,2.47372101885,1.82840584352
2015-06-04,2.54,1.0,0.752559915081,0.0,0.0,0.0,2.58293780459,1.90913144181
2015-06-05,0.0,1.0,0.783515304641,0.0,0.0,0.0,3.79010385305,2.80138624349
2015-06-06,0.0,0.0,0.65006318076,0.0,0.0,0.0,5.92336877033,4.37815015939
2015-06-07,0.0,0.0,0.599846659918,0.0,0.0,0.0,5.74600906124,4.24705796022
2015-06-08,34.544,1.0,2.20196004404,0.0,0.0,0.0,6.11131412972,4.51706654921
2015-06-09,0.0,1.0,1.19281434438,0.0,0.0,0.0,8.33440450135,6.16022331393
2015-06-10,0.0,0.0,0.765629968451,0.0,0.0,0.0,7.24556117617,5.35542459845
2015-06-11,0.0,0.0,0.69408862369,0.0,0.0,0.0,8.36987364394,6.18643968477
2015-06-12,0.0,0.0,0.637681024936,0.0,0.0,0.0,7.67501295681,5.6728460616
2015-06-13,0.0,0.0,0.618419893654,0.0,0.0,0.0,7.20370774947,5.32448940027
2015-06-14,0.0,0.0,0.610165123105,0.0,0.0,0.0,7.21131174529,5.33010975531
2015-06-15,17.78,1.0,1.15773156954,0.0,0.0,0.0,6.20298873657,4.58482616543
2015-06-16,0.0,0.0,0.664509029221,0.0,0.0,0.0,8.89193324576,6.57231053252
2015-06-17,8.128,1.0,0.741553554349,0.0,0.0,0.0,6.25965008964,4.62670637273
2015-06-18,9.144,1.0,1.34071231672,0.0,0.0,0.0,4.79153424304,3.54157527975
2015-06-19,1.524,1.0,0.58333711882,0.0,0.0,0.0,6.9677471265,5.15008340275
2015-06-20,16.51,1.0,0.931413276983,0.0,0.0,0.0,5.76432198471,4.26059362411
2015-06-21,7.366,1.0,1.02565524075,0.0,0.0,0.0,9.07447512613,6.70723303922
2015-06-22,0.0,0.0,0.605349840285,0.0,0.0,0.0,10.0852326016,7.4543160209
2015-06-23,62.48,1.0,4.93841648114,0.0,0.0,0.0,6.91338517599,5.10990275699
2015-06-24,0.0,1.0,1.42574274544,0.0,3.0,0.0,8.6104030435,6.3642226103
2015-06-25,8.636,1.0,1.2863684106,0.0,0.0,0.0,4.99017257774,3.68839518755
2015-06-26,0.254,1.0,1.0428526794,0.0,0.0,0.0,5.15198198218,3.80799366223
2015-06-27,38.608,1.0,3.36794638413,0.0,0.0,0.0,2.27313315786,1.68014497886
2015-06-28,1.27,1.0,1.81811321349,0.0,0.0,0.0,4.53379023971,3.35106849333
2015-06-29,0.0,0.0,1.24234296767,0.0,0.0,0.0,8.12017350348,6.0018783731
2015-06-30,1.016,1.0,0.995387748741,0.0,0.0,0.0,5.10162193274,3.77077094876
2015-07-01,5.842,1.0,1.10407556097,0.0,0.0,0.0,7.14420854866,5.2805116495
2015-07-02,4.572,1.0,1.0504195524,0.0,0.0,0.0,2.28119629258,1.68610469805
2015-07-03,0.0,1.0,0.892203116874,0.0,0.0,0.0,4.80382247914,3.5506579057
2015-07-04,6.604,1.0,1.06899278614,0.0,0.0,0.0,1.9904672926,1.47121765203
2015-07-05,0.0,1.0,0.967183949364,0.0,0.0,0.0,4.49496723863,3.32237317907
2015-07-06,26.162,1.0,1.98458441957,0.0,0.0,0.0,4.49689517265,3.32379817639
2015-07-07,0.0,1.0,1.07380806896,0.0,0.0,0.0,7.23332410036,5.34637978671
2015-07-08,3.81,1.0,0.786266894824,0.0,0.0,0.0,5.73908536053,4.24194043292
2015-07-09,8.128,1.0,0.960304973906,0.0,0.0,0.0,5.06321899794,3.74238611884
2015-07-10,0.0,1.0,0.883948346325,0.0,0.0,0.0,9.05296977606,6.69133775134
2015-07-11,0.254,1.0,0.844050288669,0.0,0.0,0.0,9.20809104931,6.80599281563
2015-07-12,0.0,0.0,0.805528026106,0.0,0.0,0.0,5.78658154181,4.27704637038
2015-07-13,8.128,1.0,1.07862335178,0.0,0.0,0.0,6.21092465007,4.59069185138
