Date,P_mm,Eta-cal_mm,Q_mm
8/31/16,1.61,0.346245243,0.158706182
9/1/16,2.55,0.453195469,0.201988959
9/2/16,0,0.757091192,0.184069054
9/3/16,4.08,1.10189246,0.167910123
9/4/16,1.6,1.487654545,0.192061326
9/5/16,2.08,1.057983974,0.19060563
9/6/16,0,0.887488389,0.189205144
9/7/16,0,0.811396475,0.142114606
9/8/16,0,0.889120692,0.122319244
9/9/16,0,0.48329481,0.111405498
9/10/16,1.09,0.505869064,0.103576324
9/11/16,1.9,0.581330026,0.098133138
9/12/16,0.1,0.691758396,0.077714574
9/13/16,0.86,0.967819553,0.073495369
9/14/16,6.73,1.662849029,0.0822105
9/15/16,7.9,1.935575799,0.3284484
9/16/16,0.83,1.750115853,0.237761074
9/17/16,1.47,1.32587511,0.145524573
9/18/16,0,0.801391759,0.112611621
9/19/16,3.23,0.49208206,0.102036605
9/20/16,0.82,0.563933347,0.123474366
9/21/16,0,1.077439553,0.08961368
9/22/16,0,0.72489136,0.064989764
9/23/16,3.49,0.884992617,0.081243705
9/24/16,0.2,0.528951475,0.127938074
9/25/16,2.43,0.642600504,0.113921137
9/26/16,0,1.274672834,0.113341582
9/27/16,0,0.845339314,0.067477095
9/28/16,6.66,0.996338215,0.180525089
9/29/16,0.38,1.371728405,0.192140426
9/30/16,1.12,1.831244136,0.111905808
10/1/16,3.05,1.681560191,0.159792899
10/2/16,0,0.937432466,0.107900291
10/3/16,0.54,0.403069784,0.095297769
10/4/16,7.45,0.655318449,0.298491767
10/5/16,3.44,1.366705871,0.437543436
10/6/16,1.51,1.259247556,0.438514831
10/7/16,0.1,2.00599806,0.280712181
10/8/16,0,1.728064407,0.163608379
10/9/16,0.1,0.81665743,0.124112929
10/10/16,8.17,1.18414699,0.2177358
10/11/16,4.73,1.500427048,0.862079746
10/12/16,1.79,2.002195407,0.598270198
10/13/16,1.47,1.449938819,0.424948248
10/14/16,0,1.386587161,0.337905381
10/15/16,0,1.004668821,0.224419422
10/16/16,17.26,2.680782172,4.862349197
10/17/16,0.94,2.138903085,1.309134398
10/18/16,0.17,1.059545046,0.543576773
10/19/16,0,1.417464141,0.392433239
10/20/16,0,0.79057701,0.284146106
10/21/16,0,0.518248562,0.247413166
10/22/16,0,0.492651244,0.210380447
10/23/16,3.7,1.135627096,0.239163253
10/24/16,0,0.914952763,0.222860175
10/25/16,0,0.588501024,0.162358127
10/26/16,0,0.748428701,0.131886828
10/27/16,0,0.513563869,0.103823201
10/28/16,0,0.176683854,0.093956428
10/29/16,0,0.112759734,0.091026734
10/30/16,0,0.120253599,0.066811888
10/31/16,0,0.084012318,0.055722982
11/1/16,0,0.050991529,0.053520731
11/2/16,0,0.03126702,0.051402893
11/3/16,0.07,0.025363345,0.053985315
11/4/16,2.77,0.406662647,0.054684994
11/5/16,8.63,0.730572058,0.112824177
11/6/16,4.53,1.037942275,0.285662047
11/7/16,0.1,1.343468535,0.142639178
11/8/16,0,1.537554999,0.103304249
11/9/16,4.21,1.976349018,0.091214798
11/10/16,2.23,1.731662091,0.109729432
11/11/16,3.77,1.368473527,0.171964492
11/12/16,1.38,1.950586385,0.117797852
11/13/16,0.59,1.147393541,0.09554412
11/14/16,0,0.782817309,0.076897527
11/15/16,0,1.254476181,0.061434473
11/16/16,0,0.801078196,0.049329328
11/17/16,0,0.418846335,0.043551734
11/18/16,0,0.220118748,0.042683883
11/19/16,0,0.141295768,0.038373842
11/20/16,0,0.098880465,0.031499157
11/21/16,0,0.043798251,0.026078453
11/22/16,0,0.02255672,0.024460707
11/23/16,0,0.008212548,0.02726717
11/24/16,0,0.005130072,0.027850602
11/25/16,0.38,0.096609666,0.029244199
11/26/16,0.19,0.083248842,0.029261138
11/27/16,0,0.086856866,0.028538761
11/28/16,0,0.077935315,0.026092536
11/29/16,2.7,0.441901345,0.02862753
11/30/16,3.44,0.704874853,0.038604364
12/1/16,0.44,0.630224793,0.033926059
12/2/16,0.43,0.598615192,0.034007023
12/3/16,5.19,1.286078802,0.046254256
12/4/16,0.26,1.36197352,0.052694459
12/5/16,0.44,1.370614547,0.039402186
12/6/16,0.63,0.825748907,0.037817198
12/7/16,3.19,1.3586804,0.037940877
12/8/16,6.96,2.201464299,0.106382615
12/9/16,2.29,1.547973309,0.085887444
12/10/16,0.61,1.203537037,0.065486008
12/11/16,0,1.350718022,0.05284356
12/12/16,0,0.775875502,0.044698069
12/13/16,0,0.76952798,0.038573699
12/14/16,7.97,1.723263266,0.037764863
12/15/16,4.27,1.166062856,0.112990127
12/16/16,14.99,1.229308779,0.581384993
12/17/16,0,1.695747371,0.487139421
12/18/16,1.44,1.983838238,0.178323717
12/19/16,0.16,1.377137166,0.13086971
12/20/16,2.23,1.395492348,0.110015434
12/21/16,0,1.157217136,0.106196467
12/22/16,1.47,0.971600291,0.093786407
12/23/16,0.1,1.192630207,0.084365922
12/24/16,7.15,1.38281311,0.09497319
12/25/16,6.01,2.247243532,0.184205616
12/26/16,7.55,2.040789065,1.016693765
12/27/16,1.24,1.593895122,0.449713372
12/28/16,8.83,2.026330984,0.543347927
12/29/16,0.12,2.472147513,0.546898163
12/30/16,3.15,1.619794312,0.291291713
12/31/16,0.81,1.589729004,0.242877971
1/1/17,10.68,1.544634522,0.45281621
1/2/17,0.91,1.463985267,0.709220801
1/3/17,0,1.70688347,0.364998588
1/4/17,2.08,1.590219176,0.251981983
1/5/17,12.34,1.354618908,0.991142973
1/6/17,2.42,1.222706012,1.516692796
1/7/17,7.99,1.779312283,1.220467531
1/8/17,3.81,2.047452896,1.452699821
1/9/17,5.91,1.722685354,1.691126912
1/10/17,21.35,1.361798227,8.806862454
1/11/17,9.84,1.787343153,4.022811521
1/12/17,3.04,2.202998913,2.738099195
1/13/17,3.62,1.308115135,1.759645194
1/14/17,17.56,1.947310565,5.136714568
1/15/17,9.89,1.572661784,8.747661893
1/16/17,0,1.862703625,2.098381362
1/17/17,0,2.409043006,1.426564872
1/18/17,0,1.877668471,0.933803189
1/19/17,0,0.872835804,0.628520613
1/20/17,10.28,1.089068476,0.796541325
1/21/17,0.99,0.870412946,1.283385931
1/22/17,11.34,1.832864242,2.330815709
1/23/17,0,3.313478609,1.309639034
1/24/17,0,1.990461758,0.694373033
1/25/17,0,0.615652259,0.531018312
1/26/17,0,0.311793926,0.46051109
1/27/17,3.03,0.331197541,0.503961795
1/28/17,15.18,0.869004446,3.037256769
1/29/17,1.52,0.86508443,2.27658836
1/30/17,3.55,1.215821787,1.561759246
1/31/17,5.29,2.049963333,1.496521864
2/1/17,4.1,1.675633866,1.551658797
2/2/17,2.66,1.714377569,1.588653346
2/3/17,5.75,1.529882339,1.599680034
2/4/17,0.96,1.695045239,1.613892464
2/5/17,0.73,0.734932982,1.179233956
2/6/17,0.89,0.624218662,0.989652724
2/7/17,0.7,0.664551798,0.883188334
2/8/17,0,1.300229244,0.689036748
2/9/17,5.8,1.828000464,0.539278595
2/10/17,4.58,1.478986386,1.00509584
2/11/17,1.87,1.030270507,1.034788664
2/12/17,0.02,1.406389199,0.765705369
2/13/17,0,1.716593518,0.531533648
2/14/17,0,0.731907186,0.408939658
2/15/17,5.28,1.362670843,0.514376341
2/16/17,9.78,1.705901198,1.306423503
2/17/17,0,1.473774011,1.187909114
2/18/17,0,1.254304636,0.634897327
2/19/17,0,1.565327682,0.494761003
2/20/17,1.92,0.819561795,0.452093712
2/21/17,4.44,1.248791556,0.44907072
2/22/17,17.88,1.080678709,4.45809177
2/23/17,1.73,1.795829443,1.811822949
2/24/17,15.64,1.699821426,5.603812221
2/25/17,15.43,1.608035982,8.310131083
2/26/17,20.14,1.254294522,11.65095032
2/27/17,1.54,1.597788988,4.456573637
2/28/17,4.1,1.820327735,2.662700483
3/1/17,13.55,1.243425544,5.491950913
3/2/17,3.96,1.865049484,3.748062506
3/3/17,0.67,1.079433526,2.314038605
3/4/17,1.04,1.009750117,1.685375801
3/5/17,0,1.23321756,1.409452302
3/6/17,8.48,1.546034189,1.701134234
3/7/17,2.38,1.498003731,1.563987711
3/8/17,7.88,1.906405202,1.686536183
3/9/17,7.53,1.230310934,2.975371382
3/10/17,19.91,2.178213943,8.603525434
3/11/17,3.58,1.622422198,3.932368994
3/12/17,1.56,1.530442196,2.317486285
3/13/17,11.26,2.114118354,2.428831121
3/14/17,30.63,1.268915721,17.88996838
3/15/17,13.5,2.019249335,10.69655387
3/16/17,5.69,2.070510007,4.212904306
3/17/17,3.88,1.356693606,3.854488949
3/18/17,2.37,1.675226036,2.45856879
3/19/17,7.02,1.401861583,2.890822574
3/20/17,3.17,1.897524129,2.550255868
3/21/17,2.92,1.523547101,1.910746631
3/22/17,4.21,1.233958869,1.870286858
3/23/17,5.82,2.334444293,1.88780649
3/24/17,9.21,1.903623513,4.078292628
3/25/17,3.33,2.463237129,2.075924626
3/26/17,15.16,1.77348227,6.055207521
3/27/17,1,1.171696372,2.543889162
3/28/17,3.71,1.596660917,2.004607578
3/29/17,17.71,1.558716785,5.926153709
3/30/17,1.63,1.765105254,3.590826035
3/31/17,9,1.077812834,4.598651591
4/1/17,1.26,1.631292685,2.833922261
4/2/17,0,1.756331282,1.832539121
4/3/17,3.8,1.862113432,1.479959625
4/4/17,0.09,1.40204613,1.440648081
4/5/17,0,0.934204048,1.01093045
4/6/17,0.17,0.53431672,0.811105219
4/7/17,5.97,1.087496123,0.983563965
4/8/17,2.46,1.251180795,1.020064774
4/9/17,6.57,1.804609354,0.998441203
4/10/17,17.5,2.335887661,4.037136989
4/11/17,4.57,2.19554143,5.530333433
4/12/17,4.83,1.768769731,1.816567338
4/13/17,13.76,1.019691197,4.785871441
4/14/17,9.29,1.186842166,5.451338852
4/15/17,1.59,1.195386328,3.728732794
4/16/17,1.21,0.860059047,2.185289026
4/17/17,0,1.31499105,1.628855378
4/18/17,3.36,1.657244291,1.46671227
4/19/17,11.66,1.560272584,2.525662793
4/20/17,25.85,1.805666399,14.61006298
4/21/17,2.17,1.729847495,3.88642166
4/22/17,3.12,2.189142971,2.459492677
4/23/17,2.15,1.724690694,1.814703675
4/24/17,0,1.189499944,1.546203574
4/25/17,4.54,1.826514035,1.619388464
4/26/17,10.67,1.720694828,1.883519062
4/27/17,1.01,1.792792562,1.6408954
4/28/17,0.29,0.845242448,1.248710931
4/29/17,6.18,1.142162014,1.041528363
4/30/17,20.66,0.850958778,11.35282006
5/1/17,0.12,1.046866902,2.668710727
5/2/17,1.21,1.64624311,1.862189599
5/3/17,0.27,1.156590495,1.449619056
5/4/17,4.13,1.146291234,1.543880741
5/5/17,6.19,1.496299745,1.750449732
5/6/17,6.94,1.627792126,2.045085224
5/7/17,6.05,1.899262906,2.609578259
5/8/17,4.43,1.809806406,2.122500448
5/9/17,0.49,1.49179641,1.882057752
5/10/17,3.46,1.253383254,1.641072257
5/11/17,9.34,1.689678396,2.598734643
5/12/17,6.05,1.668631802,2.430985026
5/13/17,1.74,1.551841624,2.174976314
5/14/17,27.71,1.038135282,13.31553344
5/15/17,10.54,1.450347274,4.819629231
5/16/17,1.5,1.999155706,3.290775889
5/17/17,2.09,1.490927273,2.278292804
5/18/17,0.28,1.828647735,1.692094864
5/19/17,1.61,1.208989992,1.367793137
5/20/17,0.21,0.7257048,1.221629694
5/21/17,2.5,1.107369339,0.984009051
5/22/17,5.88,1.124221524,1.423887628
5/23/17,0,0.992901832,1.232367569
5/24/17,0.41,0.747917091,0.815878567
5/25/17,4.25,1.294817154,0.728870204
5/26/17,7.21,1.105089703,2.024675089
